Title,Rating,Year,Genre,Director,Actors,Images
It's a Wonderful Life,8.6,1946,Drama,Frank Capra,"['Frances Goodrich', 'Albert Hackett', 'Frank Capra', 'Jo Swerling', 'Philip Van Doren Stern', 'Michael Wilson']","https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_QL75_UY281_CR2,0,190,281_.jpg"
Dune: Part Two,8.7,2024,Action,Denis Villeneuve,"['Timothée Chalamet', 'Zendaya', 'Rebecca Ferguson', 'Javier Bardem', 'Josh Brolin', 'Austin Butler', 'Florence Pugh', 'Dave Bautista', 'Christopher Walken', 'Léa Seydoux', 'Stellan Skarsgård', 'Charlotte Rampling', 'Souheila Yacoub', 'Roger Yuan', 'Babs Olusanmokun', 'Alison Halstead', 'Giusi Merli', 'Kait Tenison', 'Tara Breathnach', 'Akiko Hitomi', 'Imola Gáspár', 'Alison Adnet', 'Hamza Baissa', 'Hassan Najib', 'Jasper Ryan-Cater', 'Omar Elbooz', 'Abdelkarim Hussein Seli Mohamed Hassanin', 'Joseph Beddelem', 'Xavier Alba Royo', 'Rachid Abbad', 'Affif Ben Badra', 'Botond Bota', 'Abdelaziz Boumane', 'Abdellah Echahbi', 'Zouhair Elakkari', 'Noureddine Hajoujou', 'Mohamed Mouraoui', 'Adil Achraf Sayd', 'Hamza Sayd', 'Hopi Grace', 'Havin Fathi', 'Kincsö Pethö', 'Cat Simmons', 'Burt Caesar', 'Remi Fadare', 'Amer El-Erwadi', 'Tedroy Newell', 'Oxa Hazel', 'Hajiyeva Pakiza', 'Leon Herbert', 'Sima Rostami', 'Yvonne Campbell', 'Joseph Charles', 'Vic Zander', 'Dylan Baldwin', 'Marcia Tucker', 'Nicola Brome', 'Kathy Owen', 'Huw Novelli', 'Moe Bar-El', 'Serhat Metin', 'Amra Mallassi', 'Adam Phillip Bloom', 'Luis Alkmim', 'Jordan Long', 'Omar A.K.', 'Zdenek Dvoracek', 'Billy Clements', 'Anton Valensi', 'Lex Daniel', 'Dominic McHale', 'Paul Boyle', 'Niall White', 'Tony Cook', 'Gabor Szeman', 'Jonathan Gunning', 'Will Irvine', 'Alan Mehdizadeh', 'Rex Adams', 'Molly Mcowan', 'Ana Cilas', 'Kajsa Mohammar', 'Sára Bácsfalvi', 'Zsófia Kocsis', 'Matthew Sim', 'Steve Wall', 'Italo Amerighi', 'Tim Hilborne', 'Cecile Sinclair', 'Tracy Coogan', 'Zoé Kata Kaska', 'Jimmy Walker', 'Rand Faris', 'Fouad Humaidan', 'Manaf Irani', 'Dora Kápolnai-Schvab', 'Joelle', 'Viktor Heiczman', 'Laszlo Szilagyi', 'Peter Sztojanov Jr.', 'Anya Taylor-Joy', 'Alexandra Tóth']","https://m.media-amazon.com/images/M/MV5BN2QyZGU4ZDctOWMzMy00NTc5LThlOGQtODhmNDI1NmY5YzAwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Shichinin no samurai,8.6,1954,Action,Akira Kurosawa,"['Toshirô Mifune', 'Takashi Shimura', 'Keiko Tsushima', 'Yukiko Shimazaki', 'Kamatari Fujiwara', 'Daisuke Katô', 'Isao Kimura', 'Minoru Chiaki', 'Seiji Miyaguchi', 'Yoshio Kosugi', 'Bokuzen Hidari', 'Yoshio Inaba', 'Yoshio Tsuchiya', 'Kokuten Kôdô', 'Eijirô Tôno', 'Kichijirô Ueda', 'Jun Tatara', 'Atsushi Watanabe', 'Toranosuke Ogawa', 'Isao Yamagata', 'Sôjin Kamiyama', 'Gen Shimizu', 'Keiji Sakakida', 'Shinpei Takagi', 'Shin Ôtomo', 'Toshio Takahara', 'Hiroshi Sugi', 'Hiroshi Hayashi', 'Sachio Sakai', 'Sôkichi Maki', 'Ichirô Chiba', 'Noriko Sengoku', 'Noriko Honma', 'Masanobu Ôkubo', 'Etsuo Saijô', 'Minoru Itô', 'Haruya Sakamoto', 'Gorô Sakurai', 'Hideo Shibuya', 'Kiyoshi Kamoda', 'Senkichi Ômura', 'Takashi Narita', 'Shôichi Hirose', 'Kôji Uno', 'Masaaki Tachibana', 'Kamayuki Tsubono', 'Taiji Naka', 'Chindanji Miyagawa', 'Shigemi Sunagawa', 'Akira Tani', 'Akio Kusama', 'Ryûtarô Amami', 'Jun Mikami', 'Haruo Nakajima', 'Sanpei Mine', 'Masahide Matsushita', 'Kaneo Ikeda', 'Takuzô Kumagai', 'Ippei Kawagoe', 'Jirô Suzukawa', 'Junpei Natsuki', 'Kyôichi Kamiyama', 'Haruo Suzuki', 'Gorô Amano', 'Akira Kitchôji', 'Kôji Iwamoto', 'Hiroshi Akitsu', 'Akira Yamada', 'Kazuo Imai', 'Eisuke Nakanishi', 'Toku Ihara', 'Hideo Ôtsuka', 'Tokio Ôkawa', 'Yasuhisa Tsutsumi', 'Yasumasa Ônishi', 'Tsuneo Katagiri', 'Megeru Shimoda', 'Masayoshi Kawabe', 'Shigeo Katô', 'Yoshikazu Kawamata', 'Takeshi Seki', 'Haruko Toyama', 'Tsuruko Mano', 'Matsue Ono', 'Tsurue Ichimanji', 'Masako Ôshiro', 'Kyôko Ozawa', 'Michiko Kadono', 'Toshiko Nakano', 'Shizuko Azuma', 'Keiko Mori', 'Michiko Kawabe', 'Yûko Togawa', 'Yayoko Kitano', 'Misao Suyama', 'Toriko Takahara', 'Kazuo Hinata', 'Takeshi Katô', 'Tatsuya Nakadai', 'Ken Utsui', 'Ren Yamamoto']","https://m.media-amazon.com/images/M/MV5BNTkwY2I5NWMtMjNlNi00ZThjLWI4NzQtNDI4M2I4OGM1YjAzXkEyXkFqcGdeQXVyNzYxODE3NTQ@._V1_QL75_UY281_CR5,0,190,281_.jpg"
The Silence of the Lambs,8.6,1991,Crime,Jonathan Demme,"['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn', 'Ted Levine', 'Anthony Heald', 'Brooke Smith', 'Diane Baker', 'Kasi Lemmons', 'Charles Napier', 'Tracey Walter', 'Roger Corman', 'Ron Vawter', 'Danny Darst', 'Jeffrie Lane', 'Frankie Faison', 'Paul Lazar', 'Dan Butler', 'Chris Isaak', 'Lawrence A. Bonney', 'Lawrence T. Wrentz', 'Don Brockett', 'Frank Seals Jr.', 'Stuart Rudin', 'Maria Skorobogatov', 'Leib Lensky', ""George 'Red' Schwartz"", 'Jim Roche', 'James B. Howard', 'Bill Miller', 'Chuck Aber', 'Gene Borkan', 'Pat McNamara', 'Kenneth Utt', 'Darla', 'Adelle Lutz', 'Obba Babatundé', 'George Michael', 'Jim Dratfield', 'D. Stanton Miranda', 'Rebecca Saxon', 'Cynthia Ettinger', 'Brent Hinkley', 'Steve Wyatt', 'Alex Coleman', 'David Early', 'Andre B. Blake', 'Bill Dalzell', 'Daniel von Bargen', 'Tommy Lafitte', 'Josh Broder', 'Buzz Kilman', 'Harry Northup', 'Lauren Roselli', 'Lamont Arnold', 'Kate Castle', 'Robert W. Castle', 'Gary Goetzman', 'John Hall', 'John W. Iwanonkiw', 'Lynnette Jenkins', 'Chris McGinn', 'Jason Menz', 'Ted Monte', 'James Ogilvie', 'George A. Romero', 'Edward Saxon', 'Mike Schaeffer', 'Ted Tally', 'Jiggs Walker']","https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR0,0,190,281_.jpg"
Saving Private Ryan,8.6,1998,Drama,Steven Spielberg,"['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Barry Pepper', 'Adam Goldberg', 'Vin Diesel', 'Giovanni Ribisi', 'Jeremy Davies', 'Matt Damon', 'Ted Danson', 'Paul Giamatti', 'Dennis Farina', 'Joerg Stadler', 'Max Martini', 'Dylan Bruno', 'Daniel Cerqueira', 'Demetri Goritsas', 'Ian Porter', 'Gary Sefton', 'Julian Spencer', 'Steve Griffin', 'William Marsh', 'Marc Cass', 'Markus Napier', 'Neil Finnighan', 'Peter Miles', 'Paul Garcia', 'Seamus McQuade', 'Ronald Longridge', 'Adam Shaw', 'Rolf Saxon', 'Corey Johnson', 'Loclann Aiken', 'John Barnett', 'Maclean Burke', 'Victor Burke', 'Aiden Condron', 'Shashi Rami', 'Shane Hagan', 'Paul Hickey', 'Shane Johnson', 'Laird Macintosh', 'Brian Maynard', 'Martin McDougall', 'Mark Phillips', 'Lee Aaron Rosen', 'Andrew Scott', 'Matthew Sharp', 'Vincent Walsh', 'Grahame Wood', 'John Sharian', 'Glenn Wrage', 'Crofton Hardester', 'Martin Hub', 'Raffaello Degruttola', 'Nigel Whitmey', 'Sam Ellis', 'Erich Redman', 'Tilo Keiner', 'Stephan Grothgar', 'Stephane Cornicard', 'Michelle Evans', 'Martin Beaton', 'Anna Maguire', 'Nathan Fillion', 'Leland Orser', 'Michael Mantas', 'David Vegh', 'Ryan Hurst', 'Nick Brooks', 'Sam Scudder', 'John Walters', 'Dorothy Grumbar', 'James Innes-Smith', 'Harve Presnell', 'Dale Dye', 'Bryan Cranston', 'David Wohl', 'Eric Loren', 'Valerie Colgan', 'Amanda Boxer', 'Harrison Young', 'Kathleen Byron', 'Rob Freeman', 'Thomas Gizbert', 'Sebastian J. Brook', 'John de Lancie', 'James Embree', 'Declan Geraghty', 'Chris Hastings', 'Frank Huseyin', 'Michael P. Jahoda', 'Alan Joyce', 'Derek Lea', 'Martin Maloney', 'João Costa Menezes', 'Taylor Murphy', 'Abbe Muschallik', 'Nina Muschallik', 'Paul Sacks', 'Mac Steinmeier', 'Leo Stransky', 'Vincent Ventresca', 'Paul Woodadge']","https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY281_CR1,0,190,281_.jpg"
Cidade de Deus,8.6,2002,Crime,Fernando Meirelles,"['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Matheus Nachtergaele', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Emerson Gomes', 'Edson Oliveira', 'Michel Gomes', 'Roberta Rodrigues', 'Luis Otávio', 'Kiko Marques', 'Gustavo Engrácia', 'Darlan Cunha', 'Robson Rocha', 'Thiago Martins', 'Leandra Miranda', 'Graziella Moretto', 'Renato de Souza', 'Karina Falcão', 'Sabrina Rosa', 'Rubens Sabino', ""Marcos 'Kikito' Junqueira"", 'Edson Montenegro', 'Gero Camilo', 'Felipe Paulino', 'Daniel Zettel', 'Charles Paraventi', 'Luiz Carlos Ribeiro Seixas', ""Paulo 'Jacaré' César"", 'Dani Ornellas', 'Bernardo Santos', 'Diego Batista', 'Diego Ferreira', 'Marcio Vinicios', 'Micael Borges', 'Rafael de Castro', 'Ramon Francisco', 'Thiago Wallace', 'Alexander Cerqueira', ""Alexandre 'China' Tavares"", 'André Pires Martins', 'António Rodrigues', 'Bartolomeu Braga', 'Carlos Henrique Avernas', 'Cláudio César', 'Cleiton Ventura', 'Damião Firmino', 'Euclides Garcia', 'Fábio Castor Conceição', 'Felipe Nogueira', 'Ivan Martins', 'John Lima', 'Jonas Michel', 'Leandro Lucas', 'Leandro Dias Batista', 'Lúcio Andrey', 'Luis Carlos Rodrigues Oliveira', 'Luís Nascimento', 'Marcello Melo Jr.', 'Márcio Costa', 'Mário Luiz Costa Oliveira', 'Nelson Amaral', ""Omar 'Mazinho' Barcelos"", 'Otto Amorim', 'Peter Soares', 'Rafael de Souza', 'Roberto Miguez', ""Rómulo 'Guinomo' Sech"", 'Ruy Vitório', 'Sérgio Bispo', 'Alex dos Santos', 'Anderson Bruno Marques', 'Anderson Lugão', 'André Luiz Mendes', 'Antoni Guedes', 'Bruno Ricardo', 'Charles Samuel', 'Éder Júlio Martins', ""Eduardo 'BR' Piranha"", 'Erick Oliveira', ""Fábio 'Dog' da Cunha"", 'Felipe Villela Mendonça', 'Frederico Lins', 'Guilherme Estevam', 'Guilherme William', 'Harlem Teixeira', 'Leandro Gonçalves', 'Leandro Lima', 'Leiz Moreira', 'Leonardo Melo', 'Luis Carlos Oliveira', 'Marcelo Melo', ""Marcello 'Máscara' Alves"", 'Wallace Araújo', 'Wallace Nascimento', ""Wanderson 'Petão' Lopes"", 'Wellington Costa Ricardo', 'Wemerson Gonçalves', 'Wendel Barros', 'Yuri Krushewsky', 'Anderson Faria', 'Arlindo Lopes', 'Carol Meirelles', ""Carlos 'Lencinho' Smith"", 'Christiano', 'Diego Mendes', 'Jéssica da Silva', 'Luciana Roque', 'Marina Mandonça Pinheiro', 'Michele Gonçalves', 'Pierre dos Santos', 'Renan Monteiro', 'Vinicius Faria', 'Delano Valentim', 'Ed Money', 'Fabiano Gonçalves', 'Felipe Porto', 'Francisco Marcos', 'Leo Generoso', 'Marcelo António Santos', 'Marcelo Araújo', 'Marcos Viana', 'Maurício Figueiras', 'Ricardo Lira', 'Ricardo Rocha da Silva', 'Wagner Mello', 'Waldeck Roque', 'Júlio César Siqueira', 'Denise Fonseca', 'Adão Xalebaradã', 'Edward Boggiss', 'Guti Fraga', 'Babu Santana', 'Marcello Costa', 'Marcos Coutinho', 'João Soares', 'Rafael Fontenele', 'Rosangela Rodrigues', 'Jota Farias', 'Mary Sheila', 'Gil Torres', 'Paulo Lins', 'Christian Duurvoort', 'Olivia Araújo', 'Sérgio Chapelin', 'Jonnaton Japiassu', 'Manuel Machado', 'Tulé Peak']","https://m.media-amazon.com/images/M/MV5BMGU5OWEwZDItNmNkMC00NzZmLTk1YTctNzVhZTJjM2NlZTVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR1,0,190,281_.jpg"
Life Is Beautiful,8.6,1997,Comedy,Roberto Benigni,"['Vincenzo Cerami', 'Roberto Benigni', 'Vincenzo Cerami', 'Roberto Benigni']","https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg"
The Green Mile,8.6,1999,Crime,Frank Darabont,"['Tom Hanks', 'David Morse', 'Bonnie Hunt', 'Michael Clarke Duncan', 'James Cromwell', 'Michael Jeter', 'Graham Greene', 'Doug Hutchison', 'Sam Rockwell', 'Barry Pepper', 'Jeffrey DeMunn', 'Patricia Clarkson', 'Harry Dean Stanton', 'Dabbs Greer', 'Eve Brent', 'William Sadler', 'Mack Miles', 'Rai Tasco', 'Edrie Warner', 'Paula Malcomson', 'Christopher Joel Ives', 'Evanne Drucker', 'Bailey Drucker', 'Brian Libby', 'Brent Briscoe', 'Bill McKinney', 'Gary Sinise', 'Rachel Singer', 'Scotty Leavenworth', 'Katelyn Leavenworth', 'Bill Gratton', 'Dee Croxton', 'Rebecca Klingler', 'Gary Imhoff', 'Van Epperson', 'David E. Browning', 'Fred Astaire', 'Tommy Barnes', 'Bill Craddock', 'Christopher Greenwood', 'Wes Hall', 'Daniel D. Harris', 'Phil Hawn', 'Mark Heenehan', 'Jude Herrera', 'Ted Hollis', 'Don Langley', 'Robert Malone', 'Gower Mills', 'Arnold Montey', 'Ginger Rogers', 'Garth Shaw', 'Tim Smith', 'Toy Spears', 'Jared Stovall', 'Dora Tate', 'Samual Tate', 'Todd Thompson', 'James Marshall Wolchok']","https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_QL75_UX190_CR0,0,190,281_.jpg"
Terminator 2: Judgment Day,8.6,1991,Action,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Edward Furlong', 'Robert Patrick', 'Earl Boen', 'Joe Morton', 'S. Epatha Merkerson', 'Castulo Guerra', 'Danny Cooksey', 'Jenette Goldstein', 'Xander Berkeley', 'Leslie Hamilton Gearren', 'Ken Gibbel', 'Robert Winley', 'Pete Schrum', 'Shane Wilder', 'Michael Edwards', 'Jared Lounsbery', 'Casey Chavez', 'Ennalls Berl', 'Don Lake', 'Richard Vidan', 'Tom McDonald', 'Jim Palmer', 'Guss Williams', 'Gwenda Deacon', 'Don Stanton', 'Dan Stanton', 'Colin Patrick Lynch', 'Noel Evangelisti', 'Nikki Cox', 'Lisa Brinegar', 'DeVaughn Nixon', 'Tony Simotes', 'Diane Rodriguez', 'Dalton Abbott', 'Ron Young', 'Charles Robert Brown', 'Abdul Salaam El Razzac', 'Mike Muscat', 'Dean Norris', 'Charles A. Tamburro', 'J. Rob Jordan', 'Terrence Evans', 'Denney Pierce', 'Mark Christopher Lawrence', 'Pat Kouri', 'Van Ling', 'Michael Albanese', 'Ed Arneson', 'Bret A. Arnold', 'Dean Blanke', 'Geoff Burdick', 'Debra Casey', 'Jim Dahl', 'Martin Deluca', 'Jennifer Jacono', 'Gavin Kelly', 'Takao Komine', 'Joel Kramer', 'Anne Merrem', 'Mic Rodgers', 'Richard Ruskin', 'Scott Shaw', 'Steven Stear', 'Sven-Ole Thorsen', 'Randy Walker', 'William Wisher']","https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Star Wars: Episode IV - A New Hope,8.6,1977,Action,George Lucas,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness', 'Anthony Daniels', 'Kenny Baker', 'Peter Mayhew', 'David Prowse', 'Phil Brown', 'Shelagh Fraser', 'Jack Purvis', 'Alex McCrindle', 'Eddie Byrne', 'Drewe Henley', 'Denis Lawson', 'Garrick Hagon', 'Jack Klaff', 'William Hootkins', 'Angus MacInnes', 'Jeremy Sinden', 'Graham Ashley', 'Don Henderson', 'Richard LeParmentier', 'Leslie Schofield', 'David Ankrum', 'Mark Anthony Austin', 'Scott Beach', 'Jon Berg', 'Doug Beswick', 'Paul Blake', 'Janice Burchette', 'Ted Burnett', 'John Chapman', 'Gilda Cohen', 'Tim Condren', 'Barry Copping', 'Alfie Curtis', 'Robert Davies', 'Maria De Aragon', 'Barbie Denham', 'Frazer Diamond', 'Peter Diamond', 'Warwick Diamond', 'Sadie Eden', 'Kim Falkinburg', 'Harry Fielder', 'Anthony Forrest', 'Ted Gagliano', 'Salo Gardner', 'Steve Gawley', 'Barry Gnome', 'Rusty Goffe', 'Isaac Grand', 'Nelson Hall', 'Reg Harding', 'Alan Harris', 'Frank Henson', 'Christine Hewett', 'Tiffany Hillkurtz', 'Arthur Howell', 'Tommy Ilsley', 'Joe Johnston', 'Annette Jones', 'James Earl Jones', 'Linda Jones', 'Joe Kaye', 'Colin Michael Kitchens', 'Melissa Kurtz', 'Al Lampert', 'Laine Liska', 'Derek Lyons', 'Mahjoub', 'Alf Mangan', 'Rick McCallum', 'Grant McCune', 'Geoffrey Moon', 'Mandy Morton', 'Lorne Peterson', 'Marcus Powell', 'Shane Rimmer', 'Pam Rose', 'George Roubicek', 'Erica Simmons', 'Angela Staines', 'George Stock', 'Roy Straite', 'Peter Sturgeon', 'Peter Sumner', 'John Sylla', 'Tom Sylla', 'Malcolm Tierney', 'Phil Tippett', 'Frances Alfred Basil Tomlin', 'Burnell Tucker', 'Morgan Upton', 'Jerry Walter', 'Hal Wamsley', 'Larry Ward', 'Diana Sadley Way', 'Harold Weed', 'Bill Weston', ""Steve 'Spaz' Williams"", 'Fred Wood']","https://m.media-amazon.com/images/M/MV5BOTA5NjhiOTAtZWM0ZC00MWNhLThiMzEtZDFkOTk2OTU1ZDJkXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_QL75_UX190_CR0,5,190,281_.jpg"
Back to the Future,8.5,1985,Adventure,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Tom Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain', 'James Tolkan', 'J.J. Cohen', 'Casey Siemaszko', 'Billy Zane', 'Harry Waters Jr.', 'Donald Fullilove', 'Lisa Freeman', 'Cristen Kauffman', 'Elsa Raven', 'Will Hare', 'Ivy Bethune', 'Jason Marin', 'Katherine Britton', 'Jason Hervey', 'Maia Brewton', 'Courtney Gains', 'Richard L. Duran', ""Jeff O'Haco"", 'Johnny Green', 'Jamie Abbott', 'Norman Alden', 'Read Morgan', 'Sachi Parker', 'Robert Krantz', 'Gary Riley', 'Karen Petrasek', ""George 'Buck' Flower"", 'Tommy Thomas', ""Granville 'Danny' Young"", 'David Harold Brown', 'Lloyd L. Tolbert', 'Paul Hanson', 'Lee Brownfield', 'Robert DeLapp', 'Bill Baker', 'Charles L. Campbell', 'Kiki Ebsen', 'Randy Feelgood', 'Hal Gausman', 'Deborah Harmon', ""D'Janine King-Lasky"", 'Huey Lewis', 'Richard Patrick', 'Tony Pope', 'Bill Prudich', 'Rob Riddell', 'Eric Stoltz', 'Ethel Sway', 'Tom Tangen', 'Arthur Tovey', 'Tom Willett']","https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,7,190,281_.jpg"
Spirited Away,8.6,2001,Animation,Hayao Miyazaki,"['Hayao Miyazaki', 'Hayao Miyazaki']","https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
The Pianist,8.5,2002,Biography,Roman Polanski,"['Adrien Brody', 'Emilia Fox', 'Michal Zebrowski', 'Ed Stoppard', 'Maureen Lipman', 'Frank Finlay', 'Jessica Kate Meyer', 'Julia Rayner', 'Wanja Mues', 'Richard Ridings', 'Nomi Sharron', 'Anthony Milner', 'Lucy Skeaping', 'Roddy Skeaping', 'Ben Harlan', 'Thomas Lawinky', 'Joachim Paul Assböck', 'Roy Smiles', 'Paul Bradley', 'Daniel Caltagirone', 'Andrzej Blumenfeld', 'Darian Wawer', 'Zbigniew Zamachowski', 'Lejb Fogelman', 'Detlev von Wangenheim', 'Popeck', 'Zofia Czerwinska', 'Emilio Fernandez', 'Udo Kroschwald', 'Uwe Rathsam', 'Joanna Brodzik', 'Katarzyna Bargielowska', 'Maja Ostaszewska', 'John Bennett', 'Cyril Shaps', 'Wojciech Smolarz', 'Lech Mackiewicz', 'Ruth Platt', 'Frank-Michael Köbe', 'Torsten Flach', 'Peter Rappenglück', 'Ronan Vibert', 'Christoph Pieczynski', 'Katarzyna Figura', 'Valentine Pelka', 'Andrew Tiernan', 'Tom Strauss', 'Thomas Kretschmann', 'Cezary Kosinski', 'Grzegorz Artman', 'Adam Bauman', 'Pawel Burczyk', 'Zbigniew Dziduch', 'Marian Dziedziel', 'Nina Franoszek', 'Jerzy Góralczyk', 'John Keogh', 'Jaroslaw Kopaczewski', 'Patrick Lanagan', 'Dmitri Leshchenko', 'Dorota Liliental', 'Rafal Mohr', 'Andrzej Pieczynski', 'Morgane Polanski', 'Norbert Rakowski', 'Piotr Siejka', 'Viola Szen', 'Andrzej Szenajch', 'Tomasz Tyndyk', 'Andrzej Walden', 'Zbigniew Walerys', 'Maciej Winkler', 'Tadeusz Wojtych', 'Andrzej Zielinski', 'Maurycy Zylber', 'Xawery Zylber', 'Katrin Butt', 'Tomasz Ciszewski', 'Rafal Dajbor', 'Roman Garbowski', 'Anna Gryszka', 'Adrian Hood', 'Ryszard Kluge', 'Maciej Kowalewski', 'Ireneusz Machnicki', 'Pawel Malaszynski', 'Adam Malecki', 'Arnold Montey', 'Aleksandra Nizynska', 'Axel Prahl', 'Dagmara Sieminska', 'Izabella Szolc', 'Dawid Szurmiej', 'Borys Szyc', 'Etl Szyc', 'Malgorzata Trybalska', 'Jacek Wolszczak', 'Pawel Zdun']","https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR7,0,190,281_.jpg"
Parasite,8.5,2019,Drama,Bong Joon Ho,"['Bong Joon Ho', 'Bong Joon Ho', 'Han Jin-won']","https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Psycho,8.5,1960,Horror,Alfred Hitchcock,"['Anthony Perkins', 'Vera Miles', 'John Gavin', 'Janet Leigh', 'Martin Balsam', 'John McIntire', 'Simon Oakland', 'Frank Albertson', 'Patricia Hitchcock', 'Vaughn Taylor', 'Lurene Tuttle', 'John Anderson', 'Mort Mills', 'Fletcher Allen', 'Walter Bacon', 'Prudence Beers', 'Kit Carson', 'Francis De Sales', 'George Dockstader', 'George Eldredge', 'Harper Flaherty', 'Sam Flint', 'Virginia Gregg', 'Alfred Hitchcock', 'Paul Jasmin', 'Lee Kass', 'Frank Killmond', 'Ted Knight', 'Pat McCaffrie', 'Hans Moebus', 'Jeanette Nolan', ""Lillian O'Malley"", 'Robert Osborne', 'Don Ross', 'Fred Scheiwiller', 'Helen Wallace']","https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
